"","file","word","n","f","tf_idf"
"10252","25","understand",1,12,26.6265045460125
"10253","25","upfront",1,6,20.8191496239549
"10254","25","upon",1,3,15.0117947018973
"10255","25","uptodate",1,1,5.8073549220576
"10256","25","users",1,25,32.7758760230735
"10257","25","using",1,30,34.3034101744629
"10258","25","utilize",1,3,15.0117947018973
"10259","25","value",1,36,35.8309443258523
"10260","25","various",1,4,17.4220647661728
"10261","25","versus",1,9,24.2162344817371
"10262","25","view",1,11,25.8975021600726
"10263","25","virtdb",1,1,5.8073549220576
"10264","25","volume",1,6,20.8191496239549
"10265","25","vs",1,17,29.5447023719203
"10266","25","warehouse",1,28,33.7253711907467
"10267","25","wellanticipated",1,1,5.8073549220576
"10268","25","whole",1,6,20.8191496239549
"10269","25","will",1,38,36.2839325978557
"10270","25","without",1,51,38.7491421517601
"10271","25","written",1,51,38.7491421517601
"10272","26","data",126,51,-7.80623722782972
"10273","26","gartner",37,56,4.0701281030605
"10274","26","management",36,46,4.15831357977836
"10275","26","inc",28,56,6.8073549220576
"10276","26","2018",27,56,7.16451927112161
"10277","26","affiliates",27,56,7.16451927112161
"10278","26","andor",26,56,7.53516466168146
"10279","26","reserved",25,56,7.92034882201364
"10280","26","rights",25,56,7.92034882201364
"10281","26","n",14,20,10.6438561897747
"10282","26","organizations",12,30,13.1274288933439
"10283","26","connecting",11,9,9.79066408440136
"10284","26","strategy",11,39,14.7576423410364
"10285","26","10",10,50,16.5128184099272
"10286","26","3",10,56,16.9191825453514
"10287","26","collecting",10,4,7.45628048151072
"10288","26","use",10,51,16.5838249472265
"10289","26","12",9,47,17.287268754746
"10290","26","2",9,55,17.8853610109051
"10291","26","adapt",9,5,8.76135255158848
"10292","26","analytics",9,51,17.5980542399873
"10293","26","processing",9,23,14.5680075712771
"10294","26","1",8,55,19.0376835700066
"10295","26","new",8,44,18.1339171482759
"10296","26","business",7,48,19.7548875021635
"10297","26","information",7,51,20.0172760259145
"10298","26","infrastructure",7,25,16.9315685693242
"10299","26","metadata",7,21,16.1769522683363
"10300","26","balancing",6,2,6.4447848426729
"10301","26","challenges",6,17,16.3938017034759
"10302","26","distributed",6,51,21.5011728539022
"10303","26","diverse",6,9,13.4371347221891
"10304","26","iot",6,20,17.1493407598626
"10305","26","key",6,47,21.1214574406224
"10306","26","roles",6,17,16.3938017034759
"10307","26","using",6,30,19.0343194889524
"10308","26","11",5,47,22.8455398247082
"10309","26","15",5,51,23.256250289198
"10310","26","17",5,44,22.5138762518701
"10311","26","25",5,29,20.4175641134711
"10312","26","26",5,27,20.0582392873873
"10313","26","27",5,24,19.4659781287533
"10314","26","7",5,51,23.256250289198
"10315","26","cloud",5,30,20.5880349470935
"10316","26","demands",5,6,12.4951244744128
"10317","26","integration",5,26,19.8684655202757
"10318","26","research",5,48,22.9514049559236
"10319","26","today",5,17,17.7319794691257
"10320","26","value",5,36,21.5048221216554
"10321","26","13",4,47,24.9556461264988
"10322","26","18",4,44,24.5933487669132
"10323","26","2020",4,23,21.0301608006838
"10324","26","22",4,51,25.4042914678171
"10325","26","9",4,48,25.0712893886854
"10326","26","applied",4,11,16.978638922798
"10327","26","base",4,16,19.036774610288
"10328","26","cases",4,28,22.1106613466315
"10329","26","currently",4,7,14.4959515025163
"10330","26","digital",4,33,23.0131537011954
"10331","26","facing",4,3,9.84186970045503
"10332","26","governance",4,36,23.4910943229677
"10333","26","issues",4,37,23.6415928349145
"10334","26","multiple",4,27,21.9108992572499
"10335","26","needs",4,21,20.5304662809137
"10336","26","rank",4,7,14.4959515025163
"10337","26","supporting",4,51,25.4042914678171
"10338","26","19",3,39,26.5394346939753
"10339","26","29",3,16,21.1119621066822
"10340","26","33",3,17,21.4812645447262
"10341","26","34",3,15,20.7188176632245
"10342","26","37",3,13,19.8471010428278
"10343","26","5",3,50,28.052968024154
"10344","26","across",3,21,22.7684802193815
"10345","26","adam",3,11,18.8294702700023
"10346","26","add",3,7,16.076146568234
"10347","26","capabilities",3,31,25.140953376127
"10348","26","circle",3,8,16.8895696853458
"10349","26","distribution",3,14,20.2985389895705
"10350","26","edjlali",3,8,16.8895696853458
"10351","26","efforts",3,7,16.076146568234
"10352","26","enterprise",3,34,25.7036569660627
"10353","26","four",3,14,20.2985389895705
"10354","26","fuels",3,1,4.22239242133645
"10355","26","governed",3,6,15.1371184938204
"10356","26","initiatives",3,27,24.2993933747789
"10357","26","m",3,12,19.3595109151568
"10358","26","may",3,51,28.1735981958737
"10359","26","months",3,18,21.8294521449678
"10360","26","organization",3,35,25.8802381589746
"10361","26","plan",3,21,22.7684802193815
"10362","26","platform",3,29,24.7346945581596
"10363","26","please",3,46,27.5450385633739
"10364","26","practices",3,23,23.3226461420375
"10365","26","present",3,6,15.1371184938204
"10366","26","process",3,33,25.5218039211497
"10367","26","q",3,10,18.2488764334135
"10368","26","ronthal",3,11,18.8294702700023
"10369","26","roxane",3,8,16.8895696853458
"10370","26","science",3,34,25.7036569660627
"10371","26","sure",3,4,12.6671772640093
"10372","26","technologies",3,23,23.3226461420375
"10373","26","technology",3,43,27.1342115977557
"10374","26","virtualization",3,9,17.6070597236314
"10375","26","within",3,15,20.7188176632245
"10376","26","106",2,1,4.8073549220576
"10377","26","14",2,44,31.0527803855505
"10378","26","168",2,1,4.8073549220576
"10379","26","183",2,3,12.4268322011762
"10380","26","21",2,34,29.2645944527276
"10381","26","23",2,51,32.0767168097886
"10382","26","24",2,34,29.2645944527276
"10383","26","31",2,18,24.8536644023524
"10384","26","35",2,22,26.2454254634929
"10385","26","36",2,13,22.5966820148406
"10386","26","38",2,9,20.0463094802948
"10387","26","4",2,51,32.0767168097886
"10388","26","6",2,51,32.0767168097886
"10389","26","60",2,14,23.1106613466315
"10390","26","63",2,2,9.61470984411521
"10391","26","8",2,51,32.0767168097886
"10392","26","89",2,1,4.8073549220576
"10393","26","added",2,6,17.2341871232338
"10394","26","analyst",2,12,22.0415420452914
"10395","26","apache",2,7,18.3033064245739
"10396","26","application",2,24,26.848896967349
"10397","26","architect",2,9,20.0463094802948
"10398","26","architecture",2,20,25.5843972217934
"10399","26","becomes",2,5,15.9696873776782
"10400","26","can",2,39,30.2161592939592
"10401","26","center",2,14,23.1106613466315
"10402","26","combine",2,6,17.2341871232338
"10403","26","communications",2,2,9.61470984411521
"10404","26","compliance",2,14,23.1106613466315
"10405","26","confidential",2,51,32.0767168097886
"10406","26","content",2,23,26.5537227567408
"10407","26","core",2,15,23.5891646567968
"10408","26","cost",2,22,26.2454254634929
"10409","26","current",2,19,25.2286501623545
"10410","26","delivery",2,21,25.9227837036924
"10411","26","deployment",2,20,25.5843972217934
"10412","26","diversity",2,8,19.2294196882304
"10413","26","edge",2,6,17.2341871232338
"10414","26","engage",2,10,20.7770422997358
"10415","26","everywhere",2,3,12.4268322011762
"10416","26","external",2,24,26.848896967349
"10417","26","friedman",2,13,22.5966820148406
"10418","26","go",2,4,14.4220647661728
"10419","26","good",2,19,25.2286501623545
"10420","26","hadoop",2,15,23.5891646567968
"10421","26","implement",2,10,20.7770422997358
"10422","26","importance",2,5,15.9696873776782
"10423","26","important",2,20,25.5843972217934
"10424","26","including",2,51,32.0767168097886
"10425","26","ingestion",2,7,18.3033064245739
"10426","26","innovation",2,34,29.2645944527276
"10427","26","input",2,2,9.61470984411521
"10428","26","intended",2,51,32.0767168097886
"10429","26","known",2,11,21.4380705414353
"10430","26","landscape",2,18,24.8536644023524
"10431","26","learning",2,32,28.8441295323456
"10432","26","levels",2,13,22.5966820148406
"10433","26","machine",2,30,28.3965195788544
"10434","26","master",2,24,26.848896967349
"10435","26","meet",2,19,25.2286501623545
"10436","26","modern",2,16,24.036774610288
"10437","26","monitor",2,10,20.7770422997358
"10438","26","movement",2,5,15.9696873776782
"10439","26","navigating",2,1,4.8073549220576
"10440","26","operational",2,26,27.4040369368982
"10441","26","planning",2,25,27.1320198332988
"10442","26","plans",2,7,18.3033064245739
"10443","26","policies",2,12,22.0415420452914
"10444","26","practice",2,11,21.4380705414353
"10445","26","presentation",2,51,32.0767168097886
"10446","26","proprietary",2,51,32.0767168097886
"10447","26","realtime",2,19,25.2286501623545
"10448","26","repositories",2,4,14.4220647661728
"10449","26","requires",2,13,22.5966820148406
"10450","26","risk",2,17,24.45723953067
"10451","26","scale",2,14,23.1106613466315
"10452","26","sensor",2,9,20.0463094802948
"10453","26","starts",2,3,12.4268322011762
"10454","26","strategies",2,10,20.7770422997358
"10455","26","streams",2,4,14.4220647661728
"10456","26","styles",2,11,21.4380705414353
"10457","26","summit",2,51,32.0767168097886
"10458","26","support",2,33,29.0575478205539
"10459","26","ted",2,13,22.5966820148406
"10460","26","three",2,18,24.8536644023524
"10461","26","top",2,18,24.8536644023524
"10462","26","types",2,19,25.2286501623545
"10463","26","understanding",2,33,29.0575478205539
"10464","26","unknown",2,15,23.5891646567968
"10465","26","used",2,17,24.45723953067
"10466","26","varies",2,1,4.8073549220576
"10467","26","warehouse",2,28,27.9180162686891
"10468","26","wide",2,7,18.3033064245739
"10469","26","without",2,51,32.0767168097886
"10470","26","100",1,15,28.4960552524053
"10471","26","102",1,1,5.8073549220576
"10472","26","104",1,2,11.6147098441152
"10473","26","105",1,1,5.8073549220576
"10474","26","111",1,4,17.4220647661728
"10475","26","113",1,1,5.8073549220576
"10476","26","1224",1,1,5.8073549220576
"10477","26","16",1,44,37.5122120041878
"10478","26","162",1,2,11.6147098441152
"10479","26","163",1,2,11.6147098441152
"10480","26","167",1,1,5.8073549220576
"10481","26","169",1,1,5.8073549220576
"10482","26","172",1,1,5.8073549220576
"10483","26","178",1,1,5.8073549220576
"10484","26","20",1,42,37.1224560485288
"10485","26","2017",1,41,36.920560926256
"10486","26","28",1,24,32.4338594680701
"10487","26","32",1,15,28.4960552524053
"10488","26","39",1,7,22.1106613466315
"10489","26","41",1,12,26.6265045460125
"10490","26","43",1,2,11.6147098441152
"10491","26","46",1,5,19.2916154725656
"10492","26","48",1,2,11.6147098441152
"10493","26","52",1,3,15.0117947018973
"10494","26","55",1,2,11.6147098441152
"10495","26","57",1,2,11.6147098441152
"10496","26","58",1,10,25.0989703946232
"10497","26","62",1,2,11.6147098441152
"10498","26","64",1,4,17.4220647661728
"10499","26","65",1,6,20.8191496239549
"10500","26","71",1,2,11.6147098441152
"10501","26","73",1,1,5.8073549220576
"10502","26","74",1,2,11.6147098441152
"10503","26","79",1,5,19.2916154725656
"10504","26","81",1,1,5.8073549220576
"10505","26","82",1,2,11.6147098441152
"10506","26","83",1,1,5.8073549220576
"10507","26","85",1,2,11.6147098441152
"10508","26","90",1,15,28.4960552524053
"10509","26","92",1,3,15.0117947018973
"10510","26","94",1,1,5.8073549220576
"10511","26","96",1,3,15.0117947018973
"10512","26","97",1,1,5.8073549220576
"10513","26","accessed",1,1,5.8073549220576
"10514","26","account",1,1,5.8073549220576
"10515","26","accuracy",1,7,22.1106613466315
"10516","26","act",1,5,19.2916154725656
"10517","26","activities",1,10,25.0989703946232
"10518","26","adding",1,5,19.2916154725656
"10519","26","addressing",1,2,11.6147098441152
"10520","26","administrator",1,3,15.0117947018973
"10521","26","aggregated",1,1,5.8073549220576
"10522","26","agility",1,14,27.9180162686891
"10523","26","ai",1,17,29.5447023719203
"10524","26","algorithm",1,6,20.8191496239549
"10525","26","algorithmic",1,6,20.8191496239549
"10526","26","align",1,15,28.4960552524053
"10527","26","allowed",1,8,23.2294196882304
"10528","26","although",1,1,5.8073549220576
"10529","26","analytic",1,20,30.9063253166808
"10530","26","analytical",1,12,26.6265045460125
"10531","26","anytime",1,1,5.8073549220576
"10532","26","anywhere",1,3,15.0117947018973
"10533","26","app",1,9,24.2162344817371
"10534","26","apply",1,12,26.6265045460125
"10535","26","approach",1,27,33.4206742615768
"10536","26","approaches",1,11,25.8975021600726
"10537","26","apps",1,13,27.2971217329817
"10538","26","aronthal",1,3,15.0117947018973
"10539","26","arrived",1,1,5.8073549220576
"10540","26","asked",1,2,11.6147098441152
"10541","26","asset",1,17,29.5447023719203
"10542","26","audience",1,51,38.7491421517601
"10543","26","augmented",1,16,29.036774610288
"10544","26","autonomy",1,6,20.8191496239549
"10545","26","awards",1,1,5.8073549220576
"10546","26","back",1,4,17.4220647661728
"10547","26","balance",1,14,27.9180162686891
"10548","26","batch",1,4,17.4220647661728
"10549","26","best",1,29,34.019374765374
"10550","26","beyer",1,14,27.9180162686891
"10551","26","bias",1,5,19.2916154725656
"10552","26","biggest",1,6,20.8191496239549
"10553","26","boundaries",1,2,11.6147098441152
"10554","26","brazil",1,51,38.7491421517601
"10555","26","brittle",1,1,5.8073549220576
"10556","26","broad",1,9,24.2162344817371
"10557","26","building",1,17,29.5447023719203
"10558","26","bulkbatch",1,1,5.8073549220576
"10559","26","centralized",1,16,29.036774610288
"10560","26","centrally",1,3,15.0117947018973
"10561","26","chain",1,7,22.1106613466315
"10562","26","challenging",1,4,17.4220647661728
"10563","26","changing",1,10,25.0989703946232
"10564","26","channels",1,4,17.4220647661728
"10565","26","chaotic",1,1,5.8073549220576
"10566","26","circleexcludes",1,1,5.8073549220576
"10567","26","citizen",1,22,31.7048570821302
"10568","26","clear",1,13,27.2971217329817
"10569","26","click",1,3,15.0117947018973
"10570","26","collect",1,9,24.2162344817371
"10571","26","collection",1,8,23.2294196882304
"10572","26","combination",1,6,20.8191496239549
"10573","26","commonly",1,2,11.6147098441152
"10574","26","competency",1,6,20.8191496239549
"10575","26","complexity",1,14,27.9180162686891
"10576","26","components",1,14,27.9180162686891
"10577","26","composed",1,2,11.6147098441152
"10578","26","computing",1,9,24.2162344817371
"10579","26","connect",1,10,25.0989703946232
"10580","26","consider",1,12,26.6265045460125
"10581","26","console",1,1,5.8073549220576
"10582","26","constantly",1,3,15.0117947018973
"10583","26","consumed",1,1,5.8073549220576
"10584","26","contact",1,46,37.8846396348554
"10585","26","contain",1,51,38.7491421517601
"10586","26","context",1,17,29.5447023719203
"10587","26","control",1,19,30.4765776757981
"10588","26","copied",1,51,38.7491421517601
"10589","26","critical",1,18,30.0235894037947
"10590","26","crossing",1,1,5.8073549220576
"10591","26","crucial",1,1,5.8073549220576
"10592","26","customer",1,36,35.8309443258523
"10593","26","da",1,15,28.4960552524053
"10594","26","database",1,15,28.4960552524053
"10595","26","dbms",1,11,25.8975021600726
"10596","26","deep",1,13,27.2971217329817
"10597","26","delivers",1,4,17.4220647661728
"10598","26","department",1,4,17.4220647661728
"10599","26","depending",1,4,17.4220647661728
"10600","26","describe",1,6,20.8191496239549
"10601","26","desired",1,2,11.6147098441152
"10602","26","determine",1,10,25.0989703946232
"10603","26","develop",1,16,29.036774610288
"10604","26","developer",1,7,22.1106613466315
"10605","26","device",1,4,17.4220647661728
"10606","26","devolved",1,1,5.8073549220576
"10607","26","different",1,28,33.7253711907467
"10608","26","displayed",1,51,38.7491421517601
"10609","26","distributions",1,11,25.8975021600726
"10610","26","drive",1,22,31.7048570821302
"10611","26","dynamically",1,3,15.0117947018973
"10612","26","ecosystem",1,13,27.2971217329817
"10613","26","ecosystems",1,9,24.2162344817371
"10614","26","edgeline",1,1,5.8073549220576
"10615","26","edw",1,5,19.2916154725656
"10616","26","effective",1,15,28.4960552524053
"10617","26","efficiency",1,13,27.2971217329817
"10618","26","end",1,13,27.2971217329817
"10619","26","endtoend",1,4,17.4220647661728
"10620","26","engineer",1,5,19.2916154725656
"10621","26","enough",1,7,22.1106613466315
"10622","26","ensure",1,7,22.1106613466315
"10623","26","establishing",1,10,25.0989703946232
"10624","26","etc",1,16,29.036774610288
"10625","26","everything",1,15,28.4960552524053
"10626","26","evolve",1,10,25.0989703946232
"10627","26","evolving",1,5,19.2916154725656
"10628","26","excellence",1,9,24.2162344817371
"10629","26","excludes",1,2,11.6147098441152
"10630","26","execute",1,17,29.5447023719203
"10631","26","expanding",1,9,24.2162344817371
"10632","26","expect",1,3,15.0117947018973
"10633","26","expected",1,7,22.1106613466315
"10634","26","exploration",1,16,29.036774610288
"10635","26","express",1,51,38.7491421517601
"10636","26","expressed",1,2,11.6147098441152
"10637","26","factors",1,5,19.2916154725656
"10638","26","far",1,4,17.4220647661728
"10639","26","fast",1,7,22.1106613466315
"10640","26","federated",1,3,15.0117947018973
"10641","26","federation",1,2,11.6147098441152
"10642","26","fight",1,1,5.8073549220576
"10643","26","first",1,11,25.8975021600726
"10644","26","flexibility",1,8,23.2294196882304
"10645","26","flexible",1,15,28.4960552524053
"10646","26","flowserve",1,1,5.8073549220576
"10647","26","focus",1,30,34.3034101744629
"10648","26","force",1,5,19.2916154725656
"10649","26","format",1,10,25.0989703946232
"10650","26","foundational",1,10,25.0989703946232
"10651","26","frame",1,2,11.6147098441152
"10652","26","future",1,26,33.1044766550393
"10653","26","g00325874",1,1,5.8073549220576
"10654","26","g00328322",1,1,5.8073549220576
"10655","26","g00331691",1,1,5.8073549220576
"10656","26","g00334541",1,3,15.0117947018973
"10657","26","g00336474",1,3,15.0117947018973
"10658","26","govern",1,7,22.1106613466315
"10659","26","governancerelated",1,1,5.8073549220576
"10660","26","gpus",1,2,11.6147098441152
"10661","26","graphics",1,1,5.8073549220576
"10662","26","greater",1,8,23.2294196882304
"10663","26","grids",1,3,15.0117947018973
"10664","26","heudecker",1,12,26.6265045460125
"10665","26","higher",1,4,17.4220647661728
"10666","26","highperformance",1,2,11.6147098441152
"10667","26","hpe",1,1,5.8073549220576
"10668","26","hyperconnected",1,1,5.8073549220576
"10669","26","idea",1,1,5.8073549220576
"10670","26","identifying",1,1,5.8073549220576
"10671","26","improve",1,12,26.6265045460125
"10672","26","inevitable",1,3,15.0117947018973
"10673","26","inmemory",1,7,22.1106613466315
"10674","26","inside",1,3,15.0117947018973
"10675","26","integrate",1,13,27.2971217329817
"10676","26","integrator",1,5,19.2916154725656
"10677","26","interactive",1,4,17.4220647661728
"10678","26","internal",1,19,30.4765776757981
"10679","26","internet",1,10,25.0989703946232
"10680","26","interpret",1,1,5.8073549220576
"10681","26","interpreted",1,1,5.8073549220576
"10682","26","introspect",1,1,5.8073549220576
"10683","26","invested",1,2,11.6147098441152
"10684","26","investigating",1,7,22.1106613466315
"10685","26","joining",1,1,5.8073549220576
"10686","26","lake",1,17,29.5447023719203
"10687","26","lakes",1,15,28.4960552524053
"10688","26","large",1,11,25.8975021600726
"10689","26","latency",1,3,15.0117947018973
"10690","26","learn",1,11,25.8975021600726
"10691","26","learner",1,1,5.8073549220576
"10692","26","legally",1,51,38.7491421517601
"10693","26","lessons",1,3,15.0117947018973
"10694","26","leverage",1,23,32.0772847127978
"10695","26","lightweight",1,2,11.6147098441152
"10696","26","local",1,21,31.3151011264712
"10697","26","locally",1,1,5.8073549220576
"10698","26","location",1,11,25.8975021600726
"10699","26","log",1,8,23.2294196882304
"10700","26","logical",1,13,27.2971217329817
"10701","26","longer",1,4,17.4220647661728
"10702","26","longrange",1,1,5.8073549220576
"10703","26","low",1,14,27.9180162686891
"10704","26","maintenance",1,7,22.1106613466315
"10705","26","managed",1,9,24.2162344817371
"10706","26","mark",1,15,28.4960552524053
"10707","26","markets",1,7,22.1106613466315
"10708","26","materials",1,51,38.7491421517601
"10709","26","means",1,6,20.8191496239549
"10710","26","measure",1,13,27.2971217329817
"10711","26","media",1,9,24.2162344817371
"10712","26","members",1,8,23.2294196882304
"10713","26","membersexternal",1,2,11.6147098441152
"10714","26","membersonly",1,1,5.8073549220576
"10715","26","message",1,2,11.6147098441152
"10716","26","messageoriented",1,2,11.6147098441152
"10717","26","mobile",1,13,27.2971217329817
"10718","26","model",1,40,36.7136802387384
"10719","26","modeler",1,4,17.4220647661728
"10720","26","models",1,30,34.3034101744629
"10721","26","moments",1,10,25.0989703946232
"10722","26","monetization",1,1,5.8073549220576
"10723","26","moved",1,1,5.8073549220576
"10724","26","much",1,12,26.6265045460125
"10725","26","multidisciplinary",1,1,5.8073549220576
"10726","26","must",1,14,27.9180162686891
"10727","26","need",1,34,35.3520572939779
"10728","26","needed",1,15,28.4960552524053
"10729","26","nick",1,13,27.2971217329817
"10730","26","nonrelational",1,7,22.1106613466315
"10731","26","nosql",1,8,23.2294196882304
"10732","26","oem",1,1,5.8073549220576
"10733","26","onesizefitsall",1,1,5.8073549220576
"10734","26","open",1,28,33.7253711907467
"10735","26","operations",1,20,30.9063253166808
"10736","26","optimal",1,7,22.1106613466315
"10737","26","optimization",1,19,30.4765776757981
"10738","26","optimized",1,12,26.6265045460125
"10739","26","options",1,15,28.4960552524053
"10740","26","order",1,13,27.2971217329817
"10741","26","organize",1,7,22.1106613466315
"10742","26","origin",1,1,5.8073549220576
"10743","26","otherwise",1,51,38.7491421517601
"10744","26","outcome",1,8,23.2294196882304
"10745","26","output",1,3,15.0117947018973
"10746","26","outside",1,8,23.2294196882304
"10747","26","owned",1,51,38.7491421517601
"10748","26","part",1,12,26.6265045460125
"10749","26","paulo",1,51,38.7491421517601
"10750","26","percentage",1,12,26.6265045460125
"10751","26","permission",1,51,38.7491421517601
"10752","26","physical",1,15,28.4960552524053
"10753","26","pipeline",1,4,17.4220647661728
"10754","26","plant",1,1,5.8073549220576
"10755","26","platforms",1,34,35.3520572939779
"10756","26","portfolio",1,16,29.036774610288
"10757","26","predictions",1,3,15.0117947018973
"10758","26","prepare",1,14,27.9180162686891
"10759","26","preparing",1,1,5.8073549220576
"10760","26","presentto",1,1,5.8073549220576
"10761","26","problem",1,13,27.2971217329817
"10762","26","problems",1,10,25.0989703946232
"10763","26","processes",1,26,33.1044766550393
"10764","26","protected",1,51,38.7491421517601
"10765","26","publicly",1,51,38.7491421517601
"10766","26","pulled",1,3,15.0117947018973
"10767","26","pumps",1,1,5.8073549220576
"10768","26","pxi",1,1,5.8073549220576
"10769","26","qexcludes",1,1,5.8073549220576
"10770","26","questions",1,21,31.3151011264712
"10771","26","range",1,10,25.0989703946232
"10772","26","ranked",1,4,17.4220647661728
"10773","26","reality",1,7,22.1106613466315
"10774","26","really",1,4,17.4220647661728
"10775","26","recipients",1,51,38.7491421517601
"10776","26","recommendations",1,35,35.5949218971394
"10777","26","recommended",1,47,38.064823829854
"10778","26","reduction",1,7,22.1106613466315
"10779","26","referenced",1,4,17.4220647661728
"10780","26","reflecting",1,1,5.8073549220576
"10781","26","regionally",1,1,5.8073549220576
"10782","26","relates",1,2,11.6147098441152
"10783","26","relational",1,8,23.2294196882304
"10784","26","remains",1,5,19.2916154725656
"10785","26","replication",1,5,19.2916154725656
"10786","26","representative",1,46,37.8846396348554
"10787","26","required",1,13,27.2971217329817
"10788","26","resides",1,1,5.8073549220576
"10789","26","respondents",1,10,25.0989703946232
"10790","26","responses",1,9,24.2162344817371
"10791","26","rest",1,4,17.4220647661728
"10792","26","results",1,8,23.2294196882304
"10793","26","rules",1,10,25.0989703946232
"10794","26","sample",1,5,19.2916154725656
"10795","26","são",1,56,39.5327261128043
"10796","26","satisfy",1,1,5.8073549220576
"10797","26","scoping",1,1,5.8073549220576
"10798","26","scrutiny",1,1,5.8073549220576
"10799","26","second",1,3,15.0117947018973
"10800","26","security",1,16,29.036774610288
"10801","26","select",1,8,23.2294196882304
"10802","26","selfservice",1,19,30.4765776757981
"10803","26","service",1,30,34.3034101744629
"10804","26","share",1,22,31.7048570821302
"10805","26","shared",1,16,29.036774610288
"10806","26","sharing",1,17,29.5447023719203
"10807","26","sicular",1,10,25.0989703946232
"10808","26","siloed",1,3,15.0117947018973
"10809","26","situational",1,2,11.6147098441152
"10810","26","skills",1,27,33.4206742615768
"10811","26","smart",1,11,25.8975021600726
"10812","26","social",1,24,32.4338594680701
"10813","26","sole",1,51,38.7491421517601
"10814","26","solve",1,6,20.8191496239549
"10815","26","sources",1,26,33.1044766550393
"10816","26","sourcing",1,7,22.1106613466315
"10817","26","spark",1,7,22.1106613466315
"10818","26","specific",1,16,29.036774610288
"10819","26","speed",1,7,22.1106613466315
"10820","26","standardsbased",1,1,5.8073549220576
"10821","26","state",1,18,30.0235894037947
"10822","26","steward",1,4,17.4220647661728
"10823","26","storage",1,19,30.4765776757981
"10824","26","stream",1,10,25.0989703946232
"10825","26","streamingcomplexevent",1,1,5.8073549220576
"10826","26","suites",1,6,20.8191496239549
"10827","26","summary",1,4,17.4220647661728
"10828","26","supported",1,9,24.2162344817371
"10829","26","svetlana",1,10,25.0989703946232
"10830","26","synchronization",1,4,17.4220647661728
"10831","26","systems",1,32,34.8441295323456
"10832","26","team",1,17,29.5447023719203
"10833","26","teams",1,17,29.5447023719203
"10834","26","testing",1,8,23.2294196882304
"10835","26","things",1,24,32.4338594680701
"10836","26","third",1,7,22.1106613466315
"10837","26","together",1,10,25.0989703946232
"10838","26","topdown",1,3,15.0117947018973
"10839","26","training",1,18,30.0235894037947
"10840","26","transformation",1,10,25.0989703946232
"10841","26","trustworthy",1,2,11.6147098441152
"10842","26","type",1,4,17.4220647661728
"10843","26","units",1,9,24.2162344817371
"10844","26","users",1,25,32.7758760230735
"10845","26","usingplanning",1,1,5.8073549220576
"10846","26","validation",1,9,24.2162344817371
"10847","26","varied",1,1,5.8073549220576
"10848","26","variety",1,4,17.4220647661728
"10849","26","velocity",1,2,11.6147098441152
"10850","26","virtual",1,11,25.8975021600726
"10851","26","volume",1,6,20.8191496239549
"10852","26","volumes",1,3,15.0117947018973
"10853","26","will",1,38,36.2839325978557
"10854","26","worth",1,3,15.0117947018973
"10855","26","written",1,51,38.7491421517601
"10856","27","data",55,51,0.173451088185052
"10857","27","gartner",31,56,5.80775347445257
"10858","27","2018",28,56,6.8073549220576
"10859","27","affiliates",27,56,7.16451927112161
"10860","27","inc",27,56,7.16451927112161
"10861","27","andor",26,56,7.53516466168146
"10862","27","rights",26,56,7.53516466168146
"10863","27","reserved",25,56,7.92034882201364
"10864","27","lake",19,17,7.93352899495113
"10865","27","security",19,16,7.79713704307009
"10866","27","management",17,46,11.219822546878
"10867","27","access",11,19,12.3217313034748
"10868","27","key",8,47,18.4010572748211
"10869","27","risk",7,17,15.262388523751
"10870","27","secure",7,3,7.75488750216347
"10871","27","governance",6,36,19.881919564862
"10872","27","make",6,24,17.9969408357721
"10873","27","may",6,51,21.5011728539022
"10874","27","protection",6,5,10.7045559171897
"10875","27","user",6,18,16.6595271435255
"10876","27","1",5,55,23.6359330702104
"10877","27","2",5,55,23.6359330702104
"10878","27","3",5,56,23.726537467409
"10879","27","audit",5,6,12.4951244744128
"10880","27","can",5,39,21.9073095131778
"10881","27","elements",5,7,13.2702569858982
"10882","27","identity",5,2,6.97085365434048
"10883","27","important",5,20,18.5491909541914
"10884","27","platform",5,29,20.4175641134711
"10885","27","securing",5,2,6.97085365434048
"10886","27","will",5,38,21.7766941695713
"10887","27","encryption",4,5,12.6477592827908
"10888","27","issues",4,37,23.6415928349145
"10889","27","processing",4,23,21.0301608006838
"10890","27","activities",3,10,18.2488764334135
"10891","27","app",3,9,17.6070597236314
"10892","27","business",3,48,27.8042957578297
"10893","27","database",3,15,20.7188176632245
"10894","27","hadoop",3,15,20.7188176632245
"10895","27","information",3,51,28.1735981958737
"10896","27","lakes",3,15,20.7188176632245
"10897","27","masking",3,1,4.22239242133645
"10898","27","storage",3,19,22.1588093604872
"10899","27","technologies",3,23,23.3226461420375
"10900","27","visibility",3,4,12.6671772640093
"10901","27","vulnerability",3,2,8.4447848426729
"10902","27","2020",2,23,26.5537227567408
"10903","27","22",2,51,32.0767168097886
"10904","27","23",2,51,32.0767168097886
"10905","27","4",2,51,32.0767168097886
"10906","27","analytics",2,51,32.0767168097886
"10907","27","apache",2,7,18.3033064245739
"10908","27","assets",2,11,21.4380705414353
"10909","27","auditing",2,2,9.61470984411521
"10910","27","big",2,22,26.2454254634929
"10911","27","brian",2,2,9.61470984411521
"10912","27","centralized",2,16,24.036774610288
"10913","27","centrally",2,3,12.4268322011762
